size,price,date
275,130000,2026-02-11
280,142000,2026-02-11
280,143000,2026-02-11
290,158000,2026-02-11
270,131000,2026-02-11
265,129000,2026-02-11
275,131000,2026-02-11
260,126000,2026-02-11
275,130000,2026-02-11
270,130000,2026-02-11
275,130000,2026-02-11
265,129000,2026-02-11
260,126000,2026-02-11
270,129000,2026-02-11
280,144000,2026-02-11
250,131000,2026-02-11
275,130000,2026-02-11
285,146000,2026-02-11
265,121000,2026-02-12
265,130000,2026-02-12
265,130000,2026-02-12
270,135000,2026-02-12
240,154000,2026-02-12
265,130000,2026-02-12
265,130000,2026-02-12
280,145000,2026-02-12
280,145000,2026-02-12
265,130000,2026-02-12
275,135000,2026-02-12
270,135000,2026-02-12
260,127000,2026-02-12
265,122000,2026-02-12
280,145000,2026-02-12
280,145000,2026-02-12
250,129000,2026-02-12
265,130000,2026-02-12
280,145000,2026-02-12
290,150000,2026-02-12
265,130000,2026-02-12
260,126000,2026-02-12
270,129000,2026-02-12
265,130000,2026-02-12
275,132000,2026-02-12
285,140000,2026-02-12
250,135000,2026-02-12
250,129000,2026-02-12
270,121000,2026-02-12
255,136000,2026-02-12
270,134000,2026-02-12
270,126000,2026-02-12
270,127000,2026-02-12
280,144000,2026-02-12
255,125000,2026-02-12
290,159000,2026-02-12
270,134000,2026-02-12
250,129000,2026-02-12
280,144000,2026-02-12
265,126000,2026-02-12
265,126000,2026-02-12
275,134000,2026-02-12
280,145000,2026-02-12
275,134000,2026-02-12
275,134000,2026-02-12
265,129000,2026-02-12
270,134000,2026-02-12
250,135000,2026-02-12
270,133000,2026-02-12
250,135000,2026-02-12
250,140000,2026-02-12
280,145000,2026-02-12
285,146000,2026-02-12
260,128000,2026-02-12
275,135000,2026-02-12
270,131000,2026-02-12
255,127000,2026-02-12
270,135000,2026-02-12
270,132000,2026-02-12
275,136000,2026-02-12
280,144000,2026-02-12
285,147000,2026-02-12
265,130000,2026-02-12
270,134000,2026-02-12
270,134000,2026-02-12
260,128000,2026-02-12
275,135000,2026-02-12
265,125000,2026-02-12
265,126000,2026-02-12
285,147000,2026-02-12
255,128000,2026-02-12
265,129000,2026-02-12
270,132000,2026-02-12
260,127000,2026-02-12
260,128000,2026-02-12
250,135000,2026-02-12
270,135000,2026-02-12
270,135000,2026-02-12
265,129000,2026-02-12
265,129000,2026-02-12
275,135000,2026-02-12
260,127000,2026-02-12
270,134000,2026-02-12
270,134000,2026-02-12
270,133000,2026-02-12
270,135000,2026-02-12
270,131000,2026-02-12
280,145000,2026-02-12
255,136000,2026-02-12
280,145000,2026-02-12
260,126000,2026-02-12
250,136000,2026-02-12
280,145000,2026-02-12
265,120000,2026-02-12
265,125000,2026-02-12
275,136000,2026-02-12
260,128000,2026-02-12
250,129000,2026-02-12
265,130000,2026-02-12
265,130000,2026-02-12
255,136000,2026-02-12
250,134000,2026-02-12
